epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,2779.05,1.85157,2.14026,1.28878,0.88698,0.31889,0.36818,0.22316,1.43121,1.32346,1.22154,0.00307,0.00307,0.00307
37,2857.07,1.85606,2.16451,1.28485,0.87983,0.32005,0.35978,0.21849,1.40104,1.32465,1.20577,0.002872,0.002872,0.002872
38,2930.42,1.86947,2.19017,1.28726,0.87906,0.31463,0.35666,0.22078,1.4134,1.33481,1.20878,0.002674,0.002674,0.002674
39,3004.05,1.82405,2.07567,1.26545,0.89246,0.31811,0.36486,0.22757,1.41072,1.19447,1.22003,0.002476,0.002476,0.002476
40,3082.98,1.80654,2.09805,1.26432,0.88117,0.31579,0.35589,0.2186,1.37955,1.26943,1.18835,0.002278,0.002278,0.002278
41,3157.31,1.71886,2.06988,1.23389,0.89331,0.31308,0.36584,0.22378,1.39116,1.33824,1.20403,0.00208,0.00208,0.00208
42,3230.09,1.69344,2.04067,1.22837,0.8922,0.31679,0.36309,0.22159,1.38912,1.36345,1.19638,0.001882,0.001882,0.001882
43,3302.63,1.68162,2.09598,1.22956,0.88356,0.32663,0.36882,0.22529,1.3999,1.2229,1.20216,0.001684,0.001684,0.001684
44,3374.65,1.6774,2.04346,1.23318,0.9021,0.31772,0.36928,0.222,1.38641,1.32228,1.18423,0.001486,0.001486,0.001486
45,3447.6,1.67811,2.0741,1.22279,0.89052,0.32198,0.37462,0.22672,1.3746,1.27689,1.18901,0.001288,0.001288,0.001288
46,3521,1.64462,1.97585,1.21509,0.88861,0.31734,0.37331,0.22823,1.35026,1.28397,1.17789,0.00109,0.00109,0.00109
47,3599.87,1.64137,1.96152,1.20366,0.89759,0.32237,0.37105,0.22771,1.34815,1.21714,1.17705,0.000892,0.000892,0.000892
48,3671.77,1.66919,2.02327,1.23284,0.89449,0.32237,0.36763,0.22537,1.34873,1.23363,1.17948,0.000694,0.000694,0.000694
49,3745.38,1.64652,2.08484,1.21536,0.89621,0.31811,0.36798,0.22567,1.335,1.25803,1.16777,0.000496,0.000496,0.000496
50,3820.95,1.57875,1.98992,1.19379,0.90342,0.31502,0.36687,0.22539,1.34912,1.28054,1.17547,0.000298,0.000298,0.000298
